"success","task","trial_type","trial_index","time_elapsed","internal_node_id","participant_age","participant_gender","rt","stimulus","response","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","advice_direction","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","correct_1","rt_1","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","correct_2","rt_2","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response"
"","confidence_first","html-keyboard-response","133","331478","0.0-43.0-2.0","24","female","2553.199999988079","Confidence judgement (first response)","","","-1","-1","","","","left","77.75","77.75","50","true","38","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","134","333179","0.0-43.0-3.0-0.0","24","female","1698","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","135","333985","0.0-43.0-3.0-1.0-0.0","24","female","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","136","335779","0.0-43.0-6.0","24","female","1790.5","Confidence judgment (second response)","","","-1","-1","","","","left","96.5","96.5","50","true","38","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","137","335784","0.0-44.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","0","4","4","300","261","39","left","77.75","true","2553.199999988079","1","yes","left","left","96.5","true","true","1790.5","","","","","",""
"","fixation","html-keyboard-response","138","336131","0.0-45.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","139","336642","0.0-45.0-1.0","24","female","null","[Dot display: left=300, right=262, diff=38]","null","","-1","-1","300","262","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","140","338629","0.0-45.0-2.0","24","female","1984.2000000178814","Confidence judgement (first response)","","","-1","-1","","","","left","74.25","74.25","50","true","38","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","141","339780","0.0-45.0-5.0-0.0","24","female","1148","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","142","340586","0.0-45.0-5.0-1.0","24","female","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","143","341729","0.0-45.0-6.0","24","female","1139.9000000059605","Confidence judgment (second response)","","","-1","-1","","","","left","74.25","74.25","50","true","37","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","144","341732","0.0-46.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","0","5","5","300","262","38","left","74.25","true","1984.2000000178814","3","yes","left","left","74.25","true","true","1139.9000000059605","","","","","",""
"","attncheck","html-button-response","145","345196","0.0-47.0","24","female","3462","attncheck","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Next","","","",""
"","fixation","html-keyboard-response","146","345516","0.0-48.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","147","346027","0.0-48.0-1.0","24","female","null","[Dot display: left=300, right=263, diff=37]","null","","-1","-1","300","263","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","148","350380","0.0-48.0-2.0","24","female","4349.5","Confidence judgement (first response)","","","-1","-1","","","","left","79.25","79.25","50","true","37","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","149","352462","0.0-48.0-5.0-0.0","24","female","2080","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","150","353271","0.0-48.0-5.0-1.0","24","female","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","151","354296","0.0-48.0-6.0","24","female","1022","Confidence judgment (second response)","","","-1","-1","","","","left","79.25","79.25","50","true","37","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","152","354299","0.0-49.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","0","6","6","300","263","37","left","79.25","true","4349.5","3","yes","left","left","79.25","true","true","1022","","","","","",""
"","fixation","html-keyboard-response","153","354696","0.0-50.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","154","355208","0.0-50.0-1.0","24","female","null","[Dot display: left=300, right=263, diff=37]","null","","-1","-1","300","263","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","155","357247","0.0-50.0-2.0","24","female","2036","Confidence judgement (first response)","","","-1","-1","","","","left","76.5","76.5","50","true","36","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","156","358297","0.0-50.0-5.0-0.0","24","female","1048","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","157","359106","0.0-50.0-5.0-1.0","24","female","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","158","360297","0.0-50.0-6.0","24","female","1187.300000011921","Confidence judgment (second response)","","","-1","-1","","","","left","76.5","76.5","50","true","36","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","159","360301","0.0-51.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","0","7","7","300","263","37","left","76.5","true","2036","3","yes","left","left","76.5","true","true","1187.300000011921","","","","","",""
"","fixation","html-keyboard-response","160","360546","0.0-52.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","161","361058","0.0-52.0-1.0","24","female","null","[Dot display: left=300, right=264, diff=36]","null","","-1","-1","300","264","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","162","363414","0.0-52.0-2.0","24","female","2352.899999976158","Confidence judgement (first response)","","","-1","-1","","","","right","72","50","72","false","37","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","163","364931","0.0-52.0-3.0-0.0","24","female","1514","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","164","365741","0.0-52.0-3.0-1.0-0.0","24","female","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","165","367347","0.0-52.0-6.0","24","female","1602.4000000059605","Confidence judgment (second response)","","","-1","-1","","","","left","87.25","87.25","50","true","37","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","166","367350","0.0-53.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","0","8","8","300","264","36","right","72","false","2352.899999976158","1","yes","left","left","87.25","true","true","1602.4000000059605","","","","","",""
"","block_message","html-button-response","167","369848","0.0-54.0","24","female","2495","block message","0","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","168","370267","0.0-55.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
